unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date
51966026,2021-09-23T16:31:36.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11368,55-03 102 STREET,102 STREET,ADDRESS,Corona,Open,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2021-09-23T00:00:00.000,04 QUEENS,4019410003,QUEENS,1023642,208939,PHONE,Unspecified,QUEENS,40.7400781844654,-73.85784912389866,"{'latitude': '40.7400781844654', 'longitude': '-73.85784912389866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51958781,2021-09-23T16:31:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,621 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,09 BROOKLYN,3050370001,BROOKLYN,995227,179075,PHONE,Unspecified,BROOKLYN,40.6581894056515,-73.9604367868904,"{'latitude': '40.6581894056515', 'longitude': '-73.9604367868904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51967728,2021-09-23T16:31:41.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11368,98-40 57 AVENUE,57 AVENUE,ADDRESS,Corona,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2021-09-23T00:00:00.000,04 QUEENS,4019180075,QUEENS,1022759,208205,ONLINE,Unspecified,QUEENS,40.738067427990586,-73.86103973439566,"{'latitude': '40.738067427990586', 'longitude': '-73.86103973439566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51961353,2021-09-23T16:34:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,554 WEST  184 STREET,WEST  184 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2021-09-27T00:00:00.000,12 MANHATTAN,1021540079,MANHATTAN,1003203,249214,PHONE,Unspecified,MANHATTAN,40.85068951117558,-73.93149205740187,"{'latitude': '40.85068951117558', 'longitude': '-73.93149205740187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T18:53:37.000
51959991,2021-09-23T16:35:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10029,420 EAST  111 STREET,EAST  111 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-27T00:00:00.000,11 MANHATTAN,1017010001,MANHATTAN,1001824,227931,ONLINE,Unspecified,MANHATTAN,40.792276561152036,-73.93653235899903,"{'latitude': '40.792276561152036', 'longitude': '-73.93653235899903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T14:48:08.000
51967393,2021-09-23T16:35:38.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11209,8300 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,10 BROOKLYN,3060170038,BROOKLYN,976619,166953,PHONE,Unspecified,BROOKLYN,40.62492063387888,-74.02748987754114,"{'latitude': '40.62492063387888', 'longitude': '-74.02748987754114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51959966,2021-09-23T16:35:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11105,21-59 48 STREET,48 STREET,ADDRESS,Astoria,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,01 QUEENS,4007600009,QUEENS,1011931,219863,PHONE,Unspecified,QUEENS,40.77010617462611,-73.9000646901409,"{'latitude': '40.77010617462611', 'longitude': '-73.9000646901409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51959802,2021-09-23T16:37:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11229,2630 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-23T00:00:00.000,15 BROOKLYN,3073520039,BROOKLYN,997834,157008,PHONE,Unspecified,BROOKLYN,40.59761653127475,-73.95108507289031,"{'latitude': '40.59761653127475', 'longitude': '-73.95108507289031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51965794,2021-09-23T16:38:23.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10456,1191 BOSTON ROAD,BOSTON ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-26T00:00:00.000,03 BRONX,2026140038,BRONX,1011157,241372,PHONE,Unspecified,BRONX,40.82914486082958,-73.90277283121831,"{'latitude': '40.82914486082958', 'longitude': '-73.90277283121831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-26T08:28:51.000
51962102,2021-09-23T16:40:22.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11208,765 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021463,183506,PHONE,Unspecified,BROOKLYN,40.67028011248671,-73.86585285035875,"{'latitude': '40.67028011248671', 'longitude': '-73.86585285035875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51961345,2021-09-23T16:40:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11101,34-21 43 STREET,43 STREET,ADDRESS,Long Island City,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,01 QUEENS,4007030022,QUEENS,1006704,214333,PHONE,Unspecified,QUEENS,40.75494257631144,-73.91895392258562,"{'latitude': '40.75494257631144', 'longitude': '-73.91895392258562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51966543,2021-09-23T16:41:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11423,188-30 87 DRIVE,87 DRIVE,ADDRESS,Hollis,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,08 QUEENS,4104990083,QUEENS,1047046,200190,ONLINE,Unspecified,QUEENS,40.7159291817955,-73.77347486247189,"{'latitude': '40.7159291817955', 'longitude': '-73.77347486247189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51967331,2021-09-23T16:43:44.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,1117 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",2021-09-23T00:00:00.000,08 BROOKLYN,3013540083,BROOKLYN,1002858,184943,PHONE,Unspecified,BROOKLYN,40.67428300850635,-73.93291701155097,"{'latitude': '40.67428300850635', 'longitude': '-73.93291701155097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51967661,2021-09-23T16:43:50.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10451,428 EAST  157 STREET,EAST  157 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,01 BRONX,2023780019,BRONX,1008025,238521,PHONE,Unspecified,BRONX,40.821328666344314,-73.91410025930466,"{'latitude': '40.821328666344314', 'longitude': '-73.91410025930466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51960009,2021-09-23T16:44:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11221,140 WEIRFIELD STREET,WEIRFIELD STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,04 BROOKLYN,3034030019,BROOKLYN,1008499,190532,ONLINE,Unspecified,BROOKLYN,40.68960988008003,-73.9125607579906,"{'latitude': '40.68960988008003', 'longitude': '-73.9125607579906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51963867,2021-09-23T16:44:17.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11206,165 MESEROLE STREET,MESEROLE STREET,ADDRESS,BROOKLYN,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",2021-09-23T00:00:00.000,01 BROOKLYN,3030440029,BROOKLYN,1000186,197282,PHONE,Unspecified,BROOKLYN,40.708155923443144,-73.94252054475798,"{'latitude': '40.708155923443144', 'longitude': '-73.94252054475798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51967444,2021-09-23T16:51:02.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10034,33 POST AVENUE,POST AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,12 MANHATTAN,1022170017,MANHATTAN,1005301,253745,ONLINE,Unspecified,MANHATTAN,40.86312099306006,-73.92389435346522,"{'latitude': '40.86312099306006', 'longitude': '-73.92389435346522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51964739,2021-09-23T16:51:04.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10451,871 ELTON AVENUE,ELTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,03 BRONX,2023827501,BRONX,1008483,239233,PHONE,Unspecified,BRONX,40.8232816592951,-73.91244292227657,"{'latitude': '40.8232816592951', 'longitude': '-73.91244292227657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51967425,2021-09-23T16:51:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11212,7 HEGEMAN AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,16 BROOKLYN,3036210001,BROOKLYN,1008705,178138,PHONE,Unspecified,BROOKLYN,40.65559058142622,-73.91186291184383,"{'latitude': '40.65559058142622', 'longitude': '-73.91186291184383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51965995,2021-09-23T16:51:13.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10457,2185 VALENTINE AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,05 BRONX,2031490147,BRONX,1012181,250712,PHONE,Unspecified,BRONX,40.85477723678787,-73.89903375851317,"{'latitude': '40.85477723678787', 'longitude': '-73.89903375851317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51961273,2021-09-23T16:51:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,2025 REGENT PLACE,REGENT PLACE,ADDRESS,BROOKLYN,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",2021-09-23T00:00:00.000,14 BROOKLYN,3051240018,BROOKLYN,995384,174602,PHONE,Unspecified,BROOKLYN,40.645911799915034,-73.9598783129264,"{'latitude': '40.645911799915034', 'longitude': '-73.9598783129264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51959987,2021-09-23T16:54:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11235,125 BRIGHTON   11 STREET,BRIGHTON   11 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,13 BROOKLYN,3087090100,BROOKLYN,995915,150416,PHONE,Unspecified,BROOKLYN,40.579525542757615,-73.95800662089032,"{'latitude': '40.579525542757615', 'longitude': '-73.95800662089032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51962126,2021-09-23T16:54:54.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51961359,2021-09-23T16:57:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11432,153-25 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,Jamaica,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,08 QUEENS,4097060058,QUEENS,1038525,197029,PHONE,Unspecified,QUEENS,40.707309388050334,-73.8042381909907,"{'latitude': '40.707309388050334', 'longitude': '-73.8042381909907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T11:22:05.000
51961186,2021-09-23T17:01:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,1422 NELSON AVENUE,NELSON AVENUE,ADDRESS,BRONX,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2021-09-23T00:00:00.000,04 BRONX,2028730021,BRONX,1005893,246349,PHONE,Unspecified,BRONX,40.84281974851147,-73.92177797492946,"{'latitude': '40.84281974851147', 'longitude': '-73.92177797492946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
